16.5.145.5#BR 5.73ms
16.5.150.105#BR 5.76ms
16.5.144.23#BR 5.80ms
16.5.148.47#BR 6.07ms
16.5.145.36#BR 6.13ms
16.5.148.78#BR 6.21ms
16.5.147.63#BR 6.26ms
16.5.147.36#BR 6.67ms
16.5.149.91#BR 6.71ms
16.5.146.23#BR 7.12ms
16.5.145.35#BR 18.37ms
16.5.149.92#BR 19.12ms
16.5.148.77#BR 19.14ms
16.5.147.34#BR 19.18ms
16.5.147.64#BR 19.57ms
16.5.144.21#BR 20.19ms
16.5.148.49#BR 20.24ms
16.5.145.6#BR 21.05ms
16.5.146.21#BR 21.35ms
16.5.150.106#BR 26.20ms
16.5.145.37#BR 31.41ms
16.5.149.93#BR 31.60ms
16.5.148.84#BR 31.61ms
16.5.147.33#BR 31.86ms
16.5.148.51#BR 32.03ms
16.5.144.25#BR 32.44ms
16.5.145.7#BR 32.96ms
16.5.146.22#BR 34.17ms
16.5.150.107#BR 37.94ms
16.5.147.67#BR 41.44ms
16.5.148.83#BR 43.52ms
16.5.148.48#BR 43.54ms
16.5.149.95#BR 43.82ms
16.5.145.41#BR 45.52ms
16.5.144.27#BR 45.66ms
16.5.145.9#BR 47.00ms
16.5.146.20#BR 47.79ms
16.5.147.66#BR 53.88ms
16.5.148.50#BR 54.80ms
16.5.150.108#BR 56.03ms
16.5.149.99#BR 56.27ms
16.5.148.79#BR 56.40ms
16.5.144.24#BR 57.34ms
16.5.145.40#BR 58.13ms
16.5.146.26#BR 59.61ms
16.5.147.35#BR 60.31ms
16.5.148.53#BR 66.36ms
16.5.147.69#BR 66.68ms
16.5.150.111#BR 67.46ms
16.5.149.94#BR 68.34ms
16.5.145.11#BR 68.53ms
16.5.144.22#BR 68.55ms
16.5.146.19#BR 71.44ms
16.5.148.80#BR 74.91ms
16.5.147.68#BR 78.23ms
16.5.150.110#BR 79.93ms
16.5.149.101#BR 80.04ms
16.5.145.8#BR 80.09ms
16.5.148.54#BR 80.26ms
16.5.144.28#BR 80.38ms
16.5.147.38#BR 82.37ms
16.5.146.24#BR 84.18ms
16.5.148.85#BR 87.04ms
16.5.147.65#BR 90.26ms
16.5.145.17#BR 91.13ms
16.5.144.32#BR 91.73ms
16.5.149.96#BR 91.75ms
16.5.150.109#BR 93.98ms
16.5.148.52#BR 94.05ms
16.5.147.37#BR 94.86ms
16.5.146.25#BR 97.35ms
16.5.148.82#BR 98.92ms
16.5.147.72#BR 101.80ms
16.5.145.15#BR 102.46ms
16.5.144.30#BR 103.54ms
16.5.149.100#BR 104.13ms
16.5.148.55#BR 105.85ms
16.5.150.116#BR 108.46ms
16.5.146.28#BR 110.61ms
16.5.148.86#BR 111.11ms
16.5.147.39#BR 111.88ms
16.5.145.12#BR 114.12ms
16.5.144.29#BR 114.63ms
16.5.147.71#BR 115.10ms
16.5.149.98#BR 116.01ms
16.5.148.58#BR 118.32ms
16.5.146.32#BR 122.35ms
16.5.149.72#BR 124.56ms
16.5.145.10#BR 125.43ms
16.5.144.26#BR 126.29ms
16.5.150.114#BR 127.15ms
16.5.147.42#BR 128.31ms
16.5.149.97#BR 128.48ms
16.5.148.57#BR 129.92ms
16.5.147.73#BR 131.99ms
16.5.146.30#BR 133.96ms
16.5.145.14#BR 137.22ms
16.5.144.31#BR 138.09ms
16.5.150.117#BR 138.89ms
16.5.149.106#BR 139.76ms
16.5.149.70#BR 139.91ms
16.5.147.41#BR 140.29ms
16.5.148.56#BR 142.10ms
16.5.144.1#BR 148.76ms
16.5.146.29#BR 149.59ms
16.5.145.13#BR 149.94ms
16.5.150.113#BR 150.24ms
16.5.149.103#BR 151.49ms
16.5.149.75#BR 152.51ms
16.5.147.40#BR 152.73ms
16.5.148.59#BR 153.24ms
16.5.146.27#BR 161.63ms
16.5.145.16#BR 162.29ms
16.5.150.112#BR 162.87ms
16.5.149.109#BR 163.08ms
16.5.149.73#BR 164.65ms
16.5.148.61#BR 164.95ms
16.5.147.43#BR 171.04ms
16.5.150.115#BR 174.22ms
16.5.146.33#BR 174.23ms
16.5.149.104#BR 174.56ms
16.5.145.18#BR 176.14ms
16.5.148.68#BR 176.54ms
16.5.149.74#BR 177.03ms
16.5.147.49#BR 185.73ms
16.5.146.31#BR 185.84ms
16.5.149.107#BR 186.82ms
16.5.145.20#BR 187.77ms
16.5.149.79#BR 190.08ms
16.5.150.118#BR 191.34ms
16.5.144.3#BR 195.28ms
16.5.146.37#BR 197.12ms
16.5.148.62#BR 197.75ms
16.5.149.105#BR 198.66ms
16.5.145.19#BR 199.60ms
16.5.149.77#BR 201.87ms
16.5.144.2#BR 207.77ms
16.5.146.35#BR 209.31ms
16.5.149.110#BR 210.56ms
16.5.145.26#BR 210.56ms
16.5.148.63#BR 211.27ms
16.5.147.48#BR 211.56ms
16.5.150.62#BR 212.68ms
16.5.150.120#BR 213.62ms
16.5.149.76#BR 214.11ms
16.5.144.5#BR 219.64ms
16.5.146.36#BR 220.85ms
16.5.146.3#BR 222.04ms
16.5.147.45#BR 222.92ms
16.5.145.25#BR 223.41ms
16.5.148.60#BR 223.63ms
16.5.149.82#BR 225.99ms
16.5.150.119#BR 226.04ms
16.5.149.102#BR 231.44ms
16.5.146.48#BR 231.91ms
16.5.144.6#BR 232.68ms
16.5.150.61#BR 232.94ms
16.5.147.46#BR 234.70ms
16.5.148.64#BR 235.88ms
16.5.146.10#BR 235.93ms
16.5.145.21#BR 236.45ms
16.5.146.5#BR 236.76ms
16.5.150.124#BR 237.62ms
16.5.149.80#BR 237.94ms
16.5.149.108#BR 243.04ms
16.5.146.38#BR 243.86ms
16.5.150.67#BR 244.62ms
16.5.144.4#BR 244.74ms
16.5.147.44#BR 246.49ms
16.5.145.22#BR 248.16ms
16.5.148.65#BR 248.19ms
16.5.146.0#BR 248.98ms
16.5.150.121#BR 249.06ms
16.5.149.78#BR 249.75ms
16.5.149.113#BR 254.43ms
16.5.146.42#BR 255.14ms
16.5.150.64#BR 256.65ms
16.5.144.7#BR 258.19ms
16.5.147.51#BR 258.35ms
16.5.144.253#BR 259.51ms
16.5.145.23#BR 260.21ms
16.5.148.67#BR 260.36ms
16.5.146.11#BR 260.38ms
16.5.150.122#BR 260.65ms
16.5.149.81#BR 262.21ms
16.5.146.47#BR 266.76ms
16.5.149.111#BR 266.79ms
16.5.150.63#BR 269.37ms
16.5.147.53#BR 270.06ms
16.5.144.9#BR 270.30ms
16.5.148.69#BR 271.65ms
16.5.145.24#BR 271.91ms
16.5.146.7#BR 272.56ms
16.5.149.83#BR 273.24ms
16.5.146.14#BR 275.91ms
16.5.149.116#BR 278.02ms
16.5.146.39#BR 278.94ms
16.5.144.252#BR 279.40ms
16.5.150.66#BR 281.40ms
16.5.144.11#BR 281.73ms
16.5.147.47#BR 282.04ms
16.5.145.28#BR 283.32ms
