16.5.145.5#BR 5.73ms
16.5.148.66#BR 283.49ms
16.5.149.86#BR 284.77ms
16.5.149.114#BR 289.69ms
16.5.145.1#BR 291.16ms
16.5.146.43#BR 292.43ms
16.5.150.72#BR 293.48ms
16.5.147.50#BR 293.83ms
16.5.144.10#BR 294.77ms
16.5.148.70#BR 294.80ms
16.5.145.27#BR 295.01ms
16.5.149.85#BR 296.56ms
16.5.146.15#BR 300.20ms
16.5.147.52#BR 305.03ms
16.5.150.68#BR 305.57ms
16.5.148.74#BR 306.23ms
16.5.144.8#BR 306.36ms
16.5.145.0#BR 308.86ms
16.5.149.84#BR 308.88ms
16.5.146.9#BR 313.32ms
16.5.145.29#BR 315.57ms
16.5.148.46#BR 316.58ms
16.5.150.73#BR 317.49ms
16.5.148.73#BR 318.65ms
16.5.144.254#BR 320.86ms
16.5.149.90#BR 321.13ms
16.5.147.56#BR 321.54ms
16.5.144.13#BR 323.21ms
16.5.146.12#BR 324.83ms
16.5.145.30#BR 327.26ms
16.5.150.70#BR 329.68ms
16.5.148.43#BR 330.49ms
16.5.148.71#BR 332.86ms
16.5.144.255#BR 332.91ms
16.5.147.54#BR 333.71ms
16.5.149.88#BR 334.28ms
16.5.146.13#BR 336.41ms
16.5.146.8#BR 337.06ms
16.5.145.31#BR 338.99ms
16.5.144.14#BR 341.21ms
16.5.150.69#BR 341.65ms
16.5.148.45#BR 343.17ms
16.5.145.4#BR 344.16ms
16.5.148.72#BR 344.43ms
16.5.149.89#BR 346.08ms
16.5.146.16#BR 348.62ms
16.5.145.32#BR 350.53ms
16.5.144.16#BR 353.28ms
16.5.150.71#BR 354.01ms
16.5.148.76#BR 355.79ms
16.5.145.2#BR 355.90ms
16.5.147.58#BR 356.69ms
16.5.148.42#BR 356.94ms
16.5.146.17#BR 360.87ms
16.5.145.34#BR 361.76ms
16.5.144.20#BR 365.22ms
16.5.149.87#BR 367.84ms
16.5.145.3#BR 368.26ms
16.5.148.75#BR 369.23ms
16.5.148.37#BR 369.86ms
16.5.146.18#BR 372.28ms
16.5.145.33#BR 374.37ms
16.5.144.17#BR 377.43ms
16.5.144.12#BR 411.66ms
16.5.144.15#BR 423.48ms
16.5.144.19#BR 434.65ms
16.5.144.18#BR 446.48ms
16.5.147.57#BR 458.28ms
16.5.147.59#BR 475.31ms
16.5.147.61#BR 487.60ms
16.5.147.62#BR 499.09ms
16.5.147.55#BR 511.92ms
16.5.147.60#BR 523.70ms
16.5.146.90#BR 33140.83ms
16.5.146.91#BR 33986.12ms
16.5.146.92#BR 34008.86ms
16.5.146.93#BR 34020.73ms
16.5.150.92#BR 54245.29ms
16.5.150.94#BR 54678.79ms
16.5.150.96#BR 54698.57ms
16.5.150.95#BR 54730.36ms
16.5.150.97#BR 54743.60ms
16.5.150.99#BR 54760.02ms
16.5.150.98#BR 54777.05ms
16.5.150.101#BR 54793.37ms
16.5.150.100#BR 54805.55ms
16.5.150.102#BR 54823.00ms
16.5.150.104#BR 54834.53ms
16.5.150.103#BR 54853.38ms
16.5.147.29#BR 57343.35ms
16.5.147.27#BR 57775.16ms
16.5.147.31#BR 57794.45ms
16.5.147.30#BR 57805.66ms
